ID,Metabolite,Metab ID,KEGG Pathway ID,KEGG Pathway Description,Library ID,Adducts,Formula,Retention time,KEGG Compound ID,Mode,KEGG Compound First Category,KEGG Compound Second Category,KEGG Pathway First Category,KEGG Pathway Second Category,HMDB Superclass,HMDB Class,M/Z,RSD,Fragmentation Score,Theoretical Fragmentation Score,Mass Error,CAS ID,HMDB Subclass,leaf_CT1,leaf_CT2,leaf_CT3,leaf_CT4,leaf_CH1,leaf_CH2,leaf_CH3,leaf_CH4,leaf_MT1,leaf_MT2,leaf_MT3,leaf_MT4,leaf_MH1,leaf_MH2,leaf_MH3,leaf_MH4,leaf_ST1,leaf_ST2,leaf_ST3,leaf_ST4,leaf_SH1,leaf_SH2,leaf_SH3,leaf_SH4,Root_CT1,Root_CT2,Root_CT3,Root_CT4,Root_CH1,Root_CH2,Root_CH3,Root_CH4,Root_MT1,Root_MT2,Root_MT3,Root_MT4,Root_MH1,Root_MH2,Root_MH3,Root_MH4,Root_ST1,Root_ST2,Root_ST3,Root_ST4,Root_SH1,Root_SH2,Root_SH3,Root_SH4,QC01,QC02,QC03,QC04,QC05
neg_6065,Morphinone,metab_14740,map00950;map01110,Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites,HMDB0003563,2M-H,C17H17NO3,5.0069,C01735,neg,-,-,Metabolism;Metabolism,Biosynthesis of other secondary metabolites;Global and overview maps,Alkaloids and derivatives,Morphinans,565.2351743,0.098876541,0,51.2,1.349056893,467-02-7,Not Available,3.3899,3.3678,3.4202,3.3048,5.2163,4.6571,4.9282,5.1443,3.4628,3.5633,3.4576,4.1133,4.54,4.6972,5.2261,4.9136,5.0139,5.1921,4.7946,4.7203,4.6778,4.7837,4.9372,4.6368,3.5682,3.5796,3.551,3.582,3.4892,3.5156,3.4927,3.4693,3.5433,3.5536,3.5648,3.5461,4.4252,3.9058,4.0954,3.5246,3.5443,3.9534,3.5599,3.5412,4.709,4.8049,4.6553,4.7079,4.6209,4.6955,4.678,4.6204,4.5957
neg_607,4-Acetyl-2-methylpyridine,metab_14745,-,-,HMDB0040223,"M-H, M+FA-H",C8H9NO,3.0306,-,neg,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,180.0679633,0.079667464,0,36.2,9.968878854,2732-28-7,Carbonyl compounds,4.0109,3.8776,3.9846,3.9161,3.7968,4.0213,3.9367,4.0238,4.2631,4.2127,4.132,4.3805,4.1665,4.5425,4.4777,4.5429,4.9841,4.876,4.8156,4.988,5.0073,4.6839,5.2582,4.4288,2.6621,2.9587,3.2724,3.1922,2.9526,3.1963,2.806,2.5634,2.9136,3.3586,3.5005,3.326,2.6515,3.2918,2.6336,3.194,2.6383,2.6853,2.8678,3.0952,3.5295,2.625,3.3995,3.1894,4.5419,4.5844,4.541,4.5413,4.6152
neg_6071,Methyl 2-amino-4-oxopentanoate,metab_14747,-,-,HMDB0254565,M-H,C6H11NO3,4.9993,-,neg,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,144.0673914,0.068270983,0,44.9,5.339379335,-,"Amino acids, peptides, and analogues",3.3742,3.5646,3.5149,3.4388,3.4413,3.3543,3.329,3.3922,3.6187,3.4128,3.4243,3.5571,3.6678,3.6218,3.8825,3.6753,3.8535,3.7782,3.7717,3.793,3.9756,4.3596,4.268,4.6601,3.7123,3.8538,3.8103,3.7337,3.8139,3.8427,3.8615,3.9132,3.9413,3.672,3.7079,3.8181,3.6123,3.6505,3.7679,3.7159,3.7746,3.5839,3.7268,3.7145,3.6652,3.7645,3.6143,3.667,3.7812,3.736,3.7873,3.7405,3.7205
neg_6072,"(2S)-2-Amino-3-[(2S,3R)-2-amino-3-hydroxybutanoyl]oxypropanoic acid",metab_14748,-,-,HMDB0257561,2M+Hac-H,C7H14N2O5,4.9938,-,neg,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,471.1911365,0.097895993,0,44.4,-7.90340302,-,"Amino acids, peptides, and analogues",2.8983,4.214,4.1711,4.1495,5.1271,5.3332,5.3128,5.2647,4.9447,5.0438,4.9955,4.9757,5.3457,5.166,5.1079,5.1603,5.0354,5.13,5.1847,5.0075,5.3258,5.5937,5.3667,5.372,3.0765,3.0879,3.0593,3.0903,2.9976,3.0239,3.001,2.9777,3.0517,3.0619,3.0731,3.0544,3.0659,3.0477,3.048,3.0329,3.0526,3.0517,3.0682,3.0495,3.0444,3.0393,3.0677,3.0608,4.9579,5.0383,4.9609,4.9771,4.9269
neg_6074,3-keto Fusidic acid,metab_14750,-,-,HMDB0060745,M+K-2H,C31H46O7,4.9897,-,neg,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,567.2720532,0.17162358,0,60.5,-1.708018135,-,Oxosteroids,1.1218,1.1014,1.1499,1.0437,3.8051,3.5929,3.6056,2.9534,1.1896,3.2936,3.2657,1.184,4.5652,3.4115,4.4178,4.3941,4.236,4.4587,4.3551,4.3528,4.9721,5.571,5.3285,5.6422,1.2889,1.2997,1.2726,1.302,1.2143,1.2391,1.2176,1.1957,1.2654,1.2751,1.2857,1.2679,1.2789,1.2616,1.2618,1.2476,1.2663,1.2654,1.281,1.2633,1.2585,1.2537,1.2806,1.2741,4.4134,4.4646,4.2716,4.4445,4.4756
neg_6075,Preladenant,metab_14751,-,-,HMDB0256760,M+Na-2H,C25H29N9O3,4.9897,-,neg,-,-,-,-,Organoheterocyclic compounds,Diazinanes,524.2094249,0.073416208,0,46.4,-9.098470027,-,Piperazines,3.2449,3.8482,3.1632,4.8539,4.6475,5.5076,5.7731,5.0802,4.763,5.952,5.7367,4.9812,5.76,6.1775,4.9877,3.1066,3.2721,3.845,4.7422,3.1067,3.0553,4.7562,3.7237,4.5606,3.2637,3.2751,3.2465,3.2776,3.1848,3.2111,3.1882,3.1649,3.2389,3.2491,3.2604,3.2416,3.2532,3.2349,3.2352,3.2201,3.2398,3.2389,3.2554,3.2367,3.2316,3.2265,3.2549,3.2481,5.1962,5.2168,5.2045,5.2723,5.245
neg_6079,"1-[(2R,3R,4S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxypyrimidin-2-one",metab_14755,-,-,HMDB0257989,2M+Hac-H,C9H12N2O6,4.9837,-,neg,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,547.1517987,0.049785134,0,33.8,-2.303634147,-,Carbohydrates and carbohydrate conjugates,4.3414,5.0916,5.2642,5.0388,4.8066,4.8268,4.91,4.8337,5.4154,4.9195,5.1482,5.2858,5.5378,5.535,5.1633,5.309,5.1635,4.6361,4.9413,5.7835,5.635,5.2049,5.651,4.6118,2.0349,2.0462,2.0178,2.0486,1.9567,1.9828,1.9601,1.937,2.0103,2.0204,3.4008,2.013,2.0244,2.0064,2.0066,1.9917,2.0112,2.0103,2.0266,2.0081,2.0031,1.998,3.8082,2.0194,5.0281,5.0269,4.9916,5.0346,5.0519
neg_6081,6-O-Desmethyldonepezil,metab_14758,-,-,HMDB0013959,M-H,C23H27NO3,4.9837,-,neg,-,-,-,-,Organoheterocyclic compounds,Piperidines,364.1917881,0.160400666,0,31.7,-0.079990011,-,Benzylpiperidines,3.9139,4.3387,4.2907,4.1532,4.9469,4.8681,4.7097,4.9084,3.8421,4.6,3.6347,4.3643,4.3934,4.5202,4.7068,4.4081,3.8178,2.0876,2.9699,2.0421,3.4422,4.3281,2.9645,4.0496,4.1412,4.1894,4.2734,4.3102,3.3104,3.5965,3.1192,2.0999,3.2731,3.418,4.0693,3.5548,3.0294,3.8415,3.7062,3.6193,2.1743,2.1734,2.1898,2.1712,2.1662,2.1611,2.1893,2.1825,4.18,4.3552,4.3495,4.3681,4.3488
neg_6083,GHB-Gluc,metab_14760,-,-,HMDB0252712,2M+Hac-H,C10H16O9,4.9802,-,neg,-,-,-,-,Lipids and lipid-like molecules,Saccharolipids,619.1733001,0.045173361,0,49.5,1.044213505,-,Not Available,3.0017,3.7803,3.3136,3.185,3.0521,3.0579,2.9976,3.0725,3.0745,3.1123,3.5144,3.0686,3.0403,3.6072,3.0195,3.0227,3.0535,3.0687,3.0835,3.0229,2.9703,3.0143,3.0152,3.0027,3.6528,3.984,3.9494,4.4597,4.5565,4.5834,4.7092,4.515,4.6569,4.7868,4.6973,4.8636,5.2221,5.1488,5.2739,5.0574,5.5412,5.722,5.572,5.6598,5.4085,5.6541,5.5542,5.5552,4.6151,4.6184,4.6595,4.6234,4.6135
neg_6085,Timolol,metab_14762,-,-,PW_C008894;HMDB0014517;MJDBOTE0001550,M+K-2H,C13H24N4O3S,4.9802,C07141,neg,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,353.1067439,0.123854603,0,41,3.881026314,26839-75-8,Amines,2.6748,3.692,3.7073,2.7711,3.2743,3.3842,3.1631,3.5165,2.9747,2.7852,3.2921,3.384,2.7134,3.7953,2.6926,2.6958,3.172,2.7418,2.7565,2.8426,2.6434,2.6874,2.6883,2.6758,3.8146,3.5686,3.9539,4.3009,4.3737,4.5461,4.6217,4.299,4.5742,4.5666,4.5361,4.7387,5.0677,4.9936,5.1065,4.9459,5.3658,5.5448,5.3772,5.5123,5.2719,5.5011,5.4084,5.4107,4.4201,4.4482,4.493,4.5552,4.4578
neg_6090,(R)-Canadine,metab_14768,map00950;map01110,Isoquinoline alkaloid biosynthesis;Biosynthesis of secondary metabolites,HMDB0243674,2M+FA-H,C20H21NO4,4.9676,C11818,neg,-,-,Metabolism;Metabolism,Biosynthesis of other secondary metabolites;Global and overview maps,Alkaloids and derivatives,Protoberberine alkaloids and derivatives,723.2965072,0.033038968,0,44.9,6.174405032,2086-96-6,Not Available,3.197,3.1749,3.2273,4.0628,5.4931,5.8419,6.5423,5.8397,5.0335,6.0197,5.674,4.7937,6.087,6.2362,5.2581,5.4984,5.0041,5.488,5.5942,4.8362,5.3421,6.008,5.3393,6.0499,3.3752,3.3866,3.358,3.3891,3.2963,3.3226,3.4876,3.2764,3.3504,3.3606,3.3719,3.3531,3.3646,3.4183,3.8297,4.0193,3.4099,3.3504,3.3669,3.3482,3.3431,4.0803,3.755,3.3596,5.5788,5.6137,5.6,5.6082,5.6137
neg_6095,Triticonazole,metab_14773,-,-,HMDB0259283,2M-H,C17H20ClN3O,4.9601,C18815,neg,-,-,-,-,Benzenoids,Benzene and substituted derivatives,633.2469816,0.056845248,0,38.4,-7.444721786,131983-72-7,Halobenzenes,2.9282,2.9061,3.5175,4.0817,4.9651,5.024,5.2117,5.0322,4.991,5.163,5.139,5.0939,4.5397,5.1097,5.0797,4.8928,5.1264,5.1876,5.2937,5.0278,4.647,4.9219,4.713,4.673,3.1064,3.1177,3.0891,3.1202,3.7479,3.6126,3.2075,3.6784,3.0815,3.0918,3.103,3.0843,3.0958,3.0776,3.0778,3.0628,3.0825,3.0816,3.098,3.0794,3.0743,3.0692,3.0976,3.0907,4.6803,4.6828,4.6731,4.6701,4.6205
neg_6099,Pinolidoxin,metab_14777,-,-,HMDB0301836,M+Cl,C18H26O6,4.955,C08503,neg,-,-,-,-,Organoheterocyclic compounds,Oxocins,373.1443873,0.101997946,0,57.7,6.054320041,152985-39-2,Not Available,1.7326,1.711,1.7624,3.9105,4.8853,5.063,5.6377,5.0761,4.1495,5.5986,5.0625,4.5451,5.6668,5.6632,4.7972,4.3495,4.5361,4.6284,5.231,4.6279,4.5635,5.1977,4.33,5.0059,1.9083,1.9195,1.8913,1.922,1.8303,1.8563,1.8337,1.8107,1.8837,1.8939,1.9049,1.8864,1.8978,1.8798,1.8801,1.8652,1.8847,1.8838,1.9001,2.4784,2.2407,1.8715,2.4097,1.8928,4.8316,4.9348,4.9487,4.9072,4.8907
neg_6101,14alpha-Hydroxyixocarpanolide,metab_14781,-,-,HMDB0034334,M+Cl,C28H40O7,4.9475,-,neg,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,523.2450833,0.140393574,0,53.3,-3.525804991,107221-65-8,Steroid lactones,3.9381,4.6883,4.7322,5.1941,5.2729,4.8857,4.7498,5.1223,4.6633,4.5834,4.7819,4.912,4.988,5.1166,5.3939,5.2698,5.0681,4.4217,4.7143,5.1105,5.394,4.786,5.3934,4.6221,1.9549,1.9662,1.9379,1.9686,1.8769,1.9029,1.8803,1.8572,1.9303,1.9405,1.9516,1.933,1.9444,1.9264,1.9267,1.9118,1.9313,1.9304,1.9467,1.9282,2.9254,2.642,2.666,2.7389,4.6188,4.7443,4.7639,4.7857,4.766
neg_6105,N-[(5-Hydroxy-2-pyridinyl)methyl]adenosine,metab_14785,-,-,HMDB0040912,M+Cl,C16H18N6O5,4.9415,-,neg,-,-,-,-,"Nucleosides, nucleotides, and analogues",Purine nucleosides,409.1041974,0.212440121,0,30.8,2.481334342,123369-41-5,Not Available,0.5286,0.5132,0.5502,0.4705,2.6007,3.219,0.5257,0.5349,0.5812,2.9926,0.5774,0.5768,4.2588,3.9448,4.3045,3.931,3.7015,4.2396,3.9271,3.9962,4.4264,4.9465,4.4667,4.8631,0.6613,0.6703,0.6479,0.6722,0.6008,0.6207,0.6034,0.586,0.642,0.65,0.6587,0.6441,0.6531,0.639,3.0804,0.6276,0.6428,0.6421,0.6548,0.6404,0.6364,0.6325,0.6545,0.6491,3.7646,3.7846,3.8656,3.5901,3.7779
neg_6107,Tazarotenic acid,metab_14787,-,-,HMDB0060619,2M+FA-H,C19H17NO2S,4.935,C21518,neg,-,-,-,-,Organoheterocyclic compounds,Thiochromanes,691.1950821,0.068787636,0,51.9,1.361331961,118292-41-4,Not Available,3.3658,4.821,5.2277,5.1289,5.3232,5.5458,5.5216,5.2716,4.4537,5.3894,4.8018,5.4613,5.7415,5.5688,5.4471,5.6593,5.635,5.4462,5.3623,5.7161,5.7137,5.4758,5.6729,5.3429,3.5441,3.5555,3.5269,3.558,3.4651,3.4915,3.8727,3.4452,3.5193,3.5295,3.5407,3.522,3.7909,3.5153,3.8575,3.608,3.5202,3.5193,3.5358,3.5171,3.7089,4.2498,3.8458,4.133,5.3011,5.3069,5.3051,5.3075,5.2352
neg_6115,3-O-alpha-D-Glucopyranuronosyl-D-xylose,metab_14796,-,-,HMDB0039723,M+FA-H,C11H18O11,4.9275,-,neg,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,371.0847462,0.1009127,0,38,5.004765926,85269-45-0,Carbohydrates and carbohydrate conjugates,3.2926,4.8084,4.7868,4.7758,4.2592,4.3991,3.7601,4.5887,4.0536,4.2515,4.0312,4.7726,4.9725,4.7096,4.6095,4.2572,4.7442,4.1601,4.0944,4.9168,3.6444,0.5372,3.4275,0.8464,0.661,0.6699,0.6476,0.6718,0.6005,0.6204,0.6031,0.5857,0.6417,0.6496,3.4755,3.1841,0.6527,0.6386,0.6388,0.6272,3.1783,0.6417,0.6545,3.0439,2.9482,0.6321,3.2824,0.6488,4.1305,4.1845,4.2034,4.0909,4.1634
neg_6120,"Methyl (9Z)-6'-oxo-6,5'-diapo-6-carotenoate",metab_14802,-,-,HMDB0031977,M+Cl,C26H32O3,4.9205,-,neg,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,427.2018522,0.051547407,0,62.2,-6.868228653,201996-49-8,Diterpenoids,2.9557,4.7091,4.4627,4.8174,5.5355,5.9583,5.9823,5.6681,5.3916,5.596,5.5582,5.4019,5.9954,5.6798,5.448,5.7071,5.4342,5.7187,5.7247,5.5124,6.0197,6.3354,6.0103,5.9654,3.1339,3.1453,3.1167,3.1477,3.055,3.0813,3.0584,3.0351,3.1091,3.1193,3.1305,3.1118,3.1233,3.1051,3.1053,3.0903,3.11,3.1091,3.1256,3.1069,3.1018,3.0967,3.1251,3.1182,5.5326,5.5748,5.5521,5.5833,5.5379
neg_6123,(3s)-3-(Benzyloxy)-L-Aspartic Acid,metab_14805,-,-,HMDB0250058,2M+Hac-H,C11H13NO5,4.9135,-,neg,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,537.1704048,0.127106002,0,55.1,-4.582733613,-,"Amino acids, peptides, and analogues",3.2791,4.1676,4.0866,4.281,4.5269,4.7866,4.4336,4.5614,4.8171,4.633,4.7456,4.8315,4.8377,4.911,5.0617,4.8206,4.9376,5.0192,4.6882,5.2219,5.139,5.087,5.3687,4.879,3.8447,3.4687,3.8113,3.5079,3.3784,3.4256,3.3818,3.3585,3.9758,3.8862,4.0932,4.3028,3.4468,3.5603,3.4288,3.4137,4.3101,4.6165,4.46,4.5856,4.417,4.3611,4.613,4.5005,4.7064,4.7414,4.6902,4.6551,4.5916
neg_6124,"(3R,4R)-4-Amino-1-[[4-[(3-methoxyphenyl)amino]pyrrolo[2,1-f][1,2,4]triazin-5-yl]methyl]piperidin-3-ol",metab_14806,-,-,HMDB0247527,M+Cl,C19H24N6O2,4.9135,-,neg,-,-,-,-,Organoheterocyclic compounds,Pyrrolotriazines,403.1656706,0.052915601,0,43.1,0.530190885,-,"Pyrrolo[2,1-f][1,2,4]triazines",3.66,3.991,3.8298,4.2364,4.3457,5.3686,5.5103,5.1022,5.0576,5.4709,5.0208,5.2961,5.4252,5.7797,5.31,5.0191,5.2364,4.9791,5.3109,5.1568,5.2641,4.7294,4.9081,4.5426,3.2569,3.2682,3.2396,3.2707,3.1779,3.2042,3.1813,3.2464,3.5276,3.8197,3.9669,3.7319,4.393,4.3036,4.6085,4.4537,4.0482,4.2564,4.0702,4.3641,4.0078,4.167,4.0255,4.1853,4.9691,4.9971,4.968,4.9921,4.9388
neg_6128,Antibiotic LL-AB 664,metab_14810,-,-,HMDB0248480,M+FA-H,C18H30N8O8,4.9055,-,neg,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,531.2140595,0.043279084,0,62.4,-5.765604534,-,Steroid esters,3.2217,4.5888,4.9155,4.5149,5.054,4.9843,5.2175,5.1595,5.0014,5.5602,5.2633,5.4962,5.2367,5.453,5.5536,5.3635,5.4706,5.5104,5.5746,5.4567,5.1074,4.9155,5.0119,5.2213,3.4,3.4114,3.3828,3.4138,3.321,3.3474,3.3245,3.3011,3.3751,3.3854,3.3966,3.3779,3.3894,3.3712,3.3714,3.3564,3.3761,3.3752,3.3917,3.373,3.3679,3.3628,3.3912,3.3843,4.9781,5.0035,4.9714,4.9714,4.9517
neg_6135,Suberic Acid,metab_14818,-,-,LMFA01170001;HMDB0000893;MJDBOTE0000630,M-H,C8H14O4,4.8985,C08278,neg,Organic acids,Carboxylic acids,-,-,Lipids and lipid-like molecules,Fatty Acyls,173.0831882,0.064066599,87.5,0,7.213236217,505-48-6,Fatty acids and conjugates,4.5375,4.3574,4.2381,4.296,3.9404,4.1455,3.9464,4.0473,4.4028,4.2914,4.2234,4.5116,4.0005,4.0102,4.0116,4.2273,4.6199,4.364,4.4205,4.2705,3.9231,4.0403,4.3414,4.1531,5.1812,5.1373,5.2102,5.2175,4.8258,4.7492,4.6284,4.7703,4.9317,4.8936,5.0209,4.9126,4.8037,4.8373,4.7438,4.8727,4.8817,4.9339,5.0124,4.9715,5.0232,4.7889,4.8555,4.759,4.5604,4.5824,4.6076,4.6321,4.5821
neg_6136,Vindoline,metab_14819,map01110;map00901,Biosynthesis of secondary metabolites;Indole alkaloid biosynthesis,HMDB0259814;MJDBOTE0000982,M+Cl,C25H32N2O6,4.8925,C01626,neg,-,-,Metabolism;Metabolism,Global and overview maps;Biosynthesis of other secondary metabolites,Alkaloids and derivatives,Plumeran-type alkaloids,491.1978674,0.119423583,0,40,5.324863171,2182-14-1,Not Available,1.8262,3.824,4.4304,4.0617,4.9996,4.3696,5.4943,5.4834,1.8981,2.3401,1.893,1.8923,3.5262,4.7907,5.2913,5.5161,4.317,2.4587,2.0233,4.6872,5.0641,2.1229,4.9835,3.4748,2.0024,2.0137,1.9853,2.0161,1.9242,1.9503,1.9277,1.9046,1.9778,1.9879,1.9991,3.3225,4.0802,1.9739,3.3792,1.9592,3.3775,4.5728,1.9942,1.9757,5.5644,5.5265,5.7167,5.448,4.6616,4.6813,4.7823,4.716,4.6688
neg_6146,Articaine,metab_14830,-,-,HMDB0248628,M+Cl,C13H20N2O3S,4.8753,-,neg,-,-,-,-,Organoheterocyclic compounds,Thiophenes,319.0890987,0.065077704,0,34.7,0.823035201,-,Thiophene carboxylic acids and derivatives,2.7925,4.5753,4.7298,4.2206,6.4625,5.5623,6.081,6.0261,4.2452,4.6653,4.6967,4.3763,4.9618,4.3597,5.0341,4.642,5.2243,5.3823,5.2509,5.0812,4.5104,5.3385,4.6852,5.1951,2.9707,2.982,2.9534,2.9845,2.8917,2.9181,2.8952,2.8719,3.3117,3.3749,2.9673,3.7888,3.3992,2.9869,3.4041,2.9271,3.9716,3.9184,3.6218,3.5991,4.3991,3.9191,4.1104,3.9716,5.179,5.2023,5.2193,5.2501,5.2391
neg_6160,Tryptophyl-Gamma-glutamate,metab_14846,-,-,HMDB0029097,2M+FA-H,C16H20N4O4,4.8507,-,neg,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,709.3010941,0.070482335,0,60,9.003435371,-,"Amino acids, peptides, and analogues",3.523,3.5009,3.5533,4.7575,5.6488,5.6531,5.8682,5.5709,5.525,5.8578,5.7042,5.3158,5.6035,5.3133,5.307,5.6568,5.2792,5.5093,5.4993,5.1729,5.4352,5.8366,5.4434,5.7359,3.7013,3.7127,3.684,3.7151,3.6223,3.6486,3.6257,3.6024,3.6764,3.6867,3.6979,3.6792,3.6907,3.6725,3.6727,3.6576,3.6774,3.6765,3.693,3.6743,3.6692,3.6641,3.6925,3.6856,5.2401,5.2346,5.2545,5.3094,5.2601
neg_6168,6-Thioinosine,metab_14854,-,-,HMDB0255798,M-H,C10H12N4O4S,4.8507,-,neg,-,-,-,-,"Nucleosides, nucleotides, and analogues",Purine nucleosides,283.0499578,0.142507812,0,42.7,-2.434876614,-,Not Available,2.637,2.615,2.6673,2.5521,2.6874,2.6248,2.6329,2.6459,2.7098,2.7475,2.7046,2.7038,2.6756,2.6583,2.6549,2.6581,2.6887,2.704,2.7187,5.2579,2.6057,2.6497,2.6505,2.6381,3.8617,3.8439,4.0766,4.2986,4.7088,4.8104,4.5873,4.5558,4.0004,4.0351,4.215,3.9529,4.4148,4.5022,4.5509,4.3277,4.0007,4.1001,3.7617,3.9929,4.4711,3.9548,4.1172,3.9527,3.562,3.5505,3.5638,3.4544,3.6325
neg_6185,Ferulic Acid,metab_14873,map01100;map00940;map01110,Metabolic pathways;Phenylpropanoid biosynthesis;Biosynthesis of secondary metabolites,HMDB0000954;MJDBOTE0000325,M-H,C10H10O4,4.8267,C01494,neg,-,-,Metabolism;Metabolism;Metabolism,Global and overview maps;Biosynthesis of other secondary metabolites;Global and overview maps,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,193.0521991,0.050696099,93,0,8.073611479,537-98-4,Hydroxycinnamic acids and derivatives,4.0175,3.8482,3.964,4.0587,5.1515,4.0487,4.0321,4.2862,4.0382,3.9192,3.9467,4.175,4.0742,4.0389,4.0858,4.1976,4.3552,4.1875,4.0839,4.3737,4.8129,4.4968,4.769,3.9637,4.0834,3.5981,3.7373,3.8757,3.8309,4.1671,4.1196,4.2616,4.191,4.4696,4.3437,4.4923,5.1956,4.5427,4.7459,4.2577,4.5289,4.8691,4.6643,4.5562,5.2148,5.3391,5.3541,5.2876,4.5246,4.5508,4.5524,4.5862,4.5529
neg_6188,Sabarubicin,metab_14876,-,-,HMDB0257433,M-H,C32H37NO13,4.8202,-,neg,-,-,-,-,Phenylpropanoids and polyketides,Anthracyclines,642.2219736,0.235066169,0,66.6,4.290587466,-,Not Available,1.3543,1.3332,1.3833,1.2733,5.1122,5.1517,5.1871,4.7583,1.4242,4.6577,2.9706,1.4185,5.2483,4.0755,1.3714,3.8673,1.4039,5.017,4.7007,3.0027,4.2225,5.5484,1.3672,5.7953,1.5261,2.2908,2.6986,2.6918,3.1609,3.5776,1.453,1.4305,1.502,2.694,3.0141,2.8201,4.0457,3.6309,3.0354,3.064,1.5029,3.8638,3.1946,3.5794,3.0656,1.49,3.2186,3.1339,4.1628,4.0357,4.1516,3.9063,4.0181
neg_6198,"D-Xylono-1,5-lactone",metab_14887,map01100;map00040,Metabolic pathways;Pentose and glucuronate interconversions,HMDB0011676,2M+FA-H,C5H8O5,4.8117,C02266,neg,-,-,Metabolism;Metabolism,Global and overview maps;Carbohydrate metabolism,Organoheterocyclic compounds,Lactones,341.0705157,0.133552763,0,61.3,-6.869433179,-,Delta valerolactones,2.3508,3.3565,4.2775,5.1912,5.2484,4.5633,4.7936,4.718,3.4592,4.8067,3.8831,4.2999,4.1055,3.817,4.6765,3.5146,3.9382,4.9756,4.1761,3.814,4.0582,3.6103,3.7571,2.3519,2.5285,2.5399,2.5114,2.5423,2.4498,2.4761,2.4532,2.43,2.5037,2.514,2.5252,2.5065,2.518,2.4998,2.5,2.485,2.5047,2.5038,2.5202,2.5016,2.4965,2.4914,2.9913,2.5129,4.3223,4.3738,4.2285,4.2982,4.2526
neg_6200,Lucidenic acid C,metab_14891,-,-,HMDB0037609,M+Cl,C27H40O7,4.803,-,neg,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,511.245065,0.221365345,0,69,-3.653152523,95311-96-9,Triterpenoids,3.1364,3.1143,3.1667,3.0514,4.4112,3.1242,3.7712,3.1454,3.2093,4.9398,3.2041,3.2033,3.1751,3.1577,3.3748,3.5504,4.8222,5.7387,5.6602,3.5913,4.0468,5.2588,3.7631,4.965,3.3147,3.326,3.2974,3.3285,3.2357,3.2621,3.2392,3.2158,3.2898,3.3001,3.3113,3.2926,3.3041,3.2859,3.2861,3.2711,3.2908,3.2899,3.3063,3.2877,3.2826,3.2775,3.3059,3.299,4.2563,4.2159,4.1342,4.0364,4.2907
neg_6202,Streptolydigin,metab_14893,-,-,HMDB0258509,M+Na-2H,C32H44N2O9,4.7985,-,neg,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,621.283135,0.100407765,0,86.7,6.307024697,-,"Amino acids, peptides, and analogues",2.5463,3.4016,3.3454,2.4615,5.159,5.3476,5.1051,4.9998,4.5861,4.727,4.8785,4.7803,5.6183,4.702,4.8062,5.1241,4.6535,4.8124,4.923,4.5336,5.0125,5.2833,4.8319,4.9717,2.7243,2.7356,2.7071,2.7381,2.6454,2.6717,2.6489,2.6256,2.6995,2.7097,2.7209,2.7022,2.7137,2.6955,2.6958,2.6807,2.7004,2.6995,2.716,2.6973,2.6922,2.6871,2.7155,2.7086,4.6131,4.6589,4.714,4.633,4.703
neg_6207,N2-Maltulosylarginine,metab_14898,-,-,HMDB0041542,M+Na-2H,C18H34N4O12,4.793,-,neg,-,-,-,-,Lipids and lipid-like molecules,Saccharolipids,519.1925689,0.109733152,0,53.8,1.161158282,162966-06-5,Not Available,4.3498,4.4788,4.4153,1.9102,4.0286,3.4004,3.6071,4.1897,2.0666,2.1041,2.0615,3.6919,2.0327,2.0155,2.0121,2.0153,2.0457,2.0608,2.0755,2.0154,1.9633,2.0069,2.4779,3.1809,4.6589,2.1825,4.6313,4.68,5.0111,5.1598,4.9987,5.0567,4.4678,4.4881,4.6226,4.6667,4.9938,4.9782,5.0435,4.986,5.2884,5.4996,5.275,5.3896,5.3827,5.3476,5.3964,5.4069,4.5012,4.3814,4.4981,4.4935,4.4583
